Category,Message
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,I will spoil you in bed as well :)
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,Nope... C ü then...
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Alright took the morphine. Back in yo.
spam,You have 1 new message. Call 0207-083-6089
ham,Sen told that he is going to join his uncle finance in cbe
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Oh ok..
ham,Finished class where are you.
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Later i guess. I needa do mcat study too.
ham,Then ü come n pick me at 530 ar?
ham,What happen to her tell the truth
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Haha okay... Today weekend leh...
ham,Ard 530 lor. I ok then message ü lor.
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,... Are you in the pub?
ham,Tmr timin still da same wat cos i got lesson until 6...
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
ham,Sorry. || mail? ||
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,I know she called me
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
spam,You have 1 new message. Please call 08718738034.
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Its a part of checking IQ
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,Watching tv now. I got new job :)
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,What happened in interview?
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,Hey gals...U all wanna meet 4 dinner at nìte?
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,Hey tmr maybe can meet you at yck
ham,"Since when, which side, any fever, any vomitin."
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
ham,Are you the cutest girl in the world or what
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,"Just arrived, see you in a couple days &lt;3"
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,Aight do you still want to get money
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Hey company elama po mudyadhu.
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
ham,"Alright if you're sure, let me know when you're leaving"
ham,Just do what ever is easier for you
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,Convey my regards to him
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,Now press conference da:)
ham,Oh ic. I thought you meant mary jane.
ham,Your bill at 3 is £33.65 so thats not bad!
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
ham,"Aight, I'll text you when I'm back"
ham,No my mum went 2 dentist.
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Where can download clear movies. Dvd copies.
ham,Ha... U jus ate honey ar? So sweet...
ham,I'm really sorry I lit your hair on fire
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Lil fever:) now fine:)
ham,I didnt get anything da
ham,Are you willing to go for aptitude class.
ham,Yes princess! I want to make you happy...
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,I said its okay. Sorry
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
ham,"Haha, just what I was thinkin"
ham,Oh great. I.ll disturb him more so that we can talk.
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,I like to think there's always the possibility of being in a pub later.
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,You were supposed to wake ME up &gt;:(
ham,Two teams waiting for some players
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,Im just wondering what your doing right now?
ham,I love to wine and dine my lady!
ham,I will once i get home
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,Hi darlin did youPhone me? Im atHome if youwanna chat.
ham,So when do you wanna gym?
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,He also knows about lunch menu only da. . I know
ham,No just send to you. Bec you in temple na.
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Nothing. Can...
ham,Men like shorter ladies. Gaze up into his eyes.
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
ham,Siva is in hostel aha:-.
ham,"G says you never answer your texts, confirm/deny"
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,I went to ur hon lab but no one is there.
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Ok
ham,Yes. that will be fine. Love you. Be safe.
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,Were gonna go get some tacos
ham,Mum not going robinson already.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Same as kallis dismissial in 2nd test:-).
ham,Bugis oso near wat...
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
